subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	similarity_score	similarity_measure	mapping_tool	comment
http://data.europa.eu/8mn/euroscivoc/0650224c-0f98-4b97-a6ac-f6cf00b0b636	mineralogy	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370505	Mineralogy and crystallography	semapv:SemanticSimilarityThresholdMatching	0.930	0.7800	cosine	tamar-pairwise	Target heading covers both
http://data.europa.eu/8mn/euroscivoc/07313c54-6fb7-493e-90ce-d40c14615f6c	performing arts	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/3604	Performing arts	semapv:LexicalMatching	0.990			tamar-pairwise	Same performing arts concept
http://data.europa.eu/8mn/euroscivoc/07a730ab-de3a-40bd-b8a6-03b325a7d50d	smart sensors	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400906	Electronic sensors	semapv:SemanticSimilarityThresholdMatching	0.860	0.7327	cosine	tamar-pairwise	Target includes source
http://data.europa.eu/8mn/euroscivoc/081ec693-4e8c-46cb-b4d7-4deb186b534a	soft matter physics	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/510405	Soft condensed matter	semapv:LexicalMatching	0.980	0.8245	cosine	tamar-pairwise	Equivalent soft matter concept
http://data.europa.eu/8mn/euroscivoc/08c42eeb-abe1-44ee-bf30-a29f39897f40	telecommunications networks	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400604	Network engineering	semapv:SemanticSimilarityThresholdMatching	0.780	0.6659	cosine	tamar-pairwise	Target broader than source
http://data.europa.eu/8mn/euroscivoc/09ad2d72-7da8-48dc-ae31-0b6b15bc1dc6	atmospheric circulation	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370105	Atmospheric dynamics	semapv:SemanticSimilarityThresholdMatching	0.840	0.6559	cosine	tamar-pairwise	Target covers circulation and more
http://data.europa.eu/8mn/euroscivoc/0adb1597-9fb5-43ec-81ba-09af6670352d	biodiversity conservation	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/410401	Conservation and biodiversity	semapv:SemanticSimilarityThresholdMatching	0.980	0.8135	cosine	tamar-pairwise	Equivalent conservation concept
http://data.europa.eu/8mn/euroscivoc/0b064a78-a2af-4fc9-b417-0982bdab9d69	biostratigraphy	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370510	Stratigraphy (incl. biostratigraphy, sequence stratigraphy and basin analysis)	semapv:SemanticSimilarityThresholdMatching	0.960	0.6524	cosine	tamar-pairwise	Target includes biostratigraphy
http://data.europa.eu/8mn/euroscivoc/0b3acff8-05e8-448e-ba5e-db6fee0e6d32	journalism	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/360203	Professional writing and journalism practice	semapv:SemanticSimilarityThresholdMatching	0.880	0.7033	cosine	tamar-pairwise	Target includes other writing
http://data.europa.eu/8mn/euroscivoc/0b5b841c-e4a3-4179-9c06-166041fd4254	synthetic dyes	skos:relatedMatch	https://linked.data.gov.au/def/anzsrc-for/2020/401413	Textile technology	semapv:SemanticSimilarityThresholdMatching	0.640	0.6638	cosine	tamar-pairwise	Partial domain overlap
http://data.europa.eu/8mn/euroscivoc/0b631aca-6a6b-41ec-af74-3b4a53864a6c	post-colonial theories	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/470213	Postcolonial studies	semapv:SemanticSimilarityThresholdMatching	0.850	0.7202	cosine	tamar-pairwise	Target covers broader field
http://data.europa.eu/8mn/euroscivoc/0b7ef923-ea48-47bd-a5f1-2c5b18f53d20	archaeometry	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/430101	Archaeological science	semapv:LexicalMatching	0.930	0.7981	cosine	tamar-pairwise	Explicit alternate-label equivalence
http://data.europa.eu/8mn/euroscivoc/0b94b07d-b3bc-4b89-9d2a-5815d4fadb83	fisheries	skos:narrowMatch	https://linked.data.gov.au/def/anzsrc-for/2020/300502	Aquaculture and fisheries stock assessment	semapv:SemanticSimilarityThresholdMatching	0.880	0.7184	cosine	tamar-pairwise	Source covers more fields
http://data.europa.eu/8mn/euroscivoc/0bccc6b0-7563-4056-aff7-5436488dc37e	water engineering	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400513	Water resources engineering	semapv:SemanticSimilarityThresholdMatching	0.880	0.8018	cosine	tamar-pairwise	Near-equivalent engineering domain
http://data.europa.eu/8mn/euroscivoc/0bd504f3-6633-49aa-973b-cbed464fb259	foreign policy	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/440808	International relations	semapv:SemanticSimilarityThresholdMatching	0.920	0.7268	cosine	tamar-pairwise	Target covers foreign policy
http://data.europa.eu/8mn/euroscivoc/0cd8fe36-dfc3-43cd-882a-5dade629fe25	computer hardware	skos:narrowMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400912	Quantum engineering systems (incl. computing and communications)	semapv:SemanticSimilarityThresholdMatching	0.620	0.6535	cosine	tamar-pairwise	Source covers broader hardware
http://data.europa.eu/8mn/euroscivoc/0d082a10-ed95-4992-9df1-b4f4b301edfa	nanoelectronics	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/401804	Nanoelectronics	semapv:LexicalMatching	0.990	0.9302	cosine	tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/0d3c1001-9a67-4245-bc15-2aef8b239df1	nuclear engineering	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/401906	Nuclear engineering (incl. fuel enrichment and waste processing and storage)	semapv:SemanticSimilarityThresholdMatching	0.960	0.6988	cosine	tamar-pairwise	Same engineering field
http://data.europa.eu/8mn/euroscivoc/0d96e774-3021-4d1d-a870-2d36b9392f4a	optical networks	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400605	Optical fibre communication systems and technologies	semapv:SemanticSimilarityThresholdMatching	0.860	0.6983	cosine	tamar-pairwise	Target broader than networks
http://data.europa.eu/8mn/euroscivoc/0e418e64-f616-451c-8c10-9b149724b841	computational creativity	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/460101	Applications in arts and humanities	semapv:SemanticSimilarityThresholdMatching	0.780	0.6931	cosine	tamar-pairwise	Target covers broader arts
http://data.europa.eu/8mn/euroscivoc/0f7327f0-f241-40a5-9728-5ed61a7ef5d3	psycholinguistics	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/520405	Psycholinguistics (incl. speech production and comprehension)	semapv:SemanticSimilarityThresholdMatching	0.980	0.8374	cosine	tamar-pairwise	Same psycholinguistics scope
http://data.europa.eu/8mn/euroscivoc/0f8ac241-4880-48e2-a33e-90a852485606	celestial mechanics	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/510109	Stellar astronomy and planetary systems	semapv:SemanticSimilarityThresholdMatching	0.750	0.6804	cosine	tamar-pairwise	Target covers celestial mechanics
http://data.europa.eu/8mn/euroscivoc/10352c4c-328e-4dac-a89c-44b6be1420e9	chemical engineering	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/4004	Chemical engineering	semapv:LexicalMatching	0.990	0.7503	cosine	tamar-pairwise	Same concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/1076b605-d9f3-4961-8dbe-dc9abc72b42b	unsupervised learning	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/461106	Semi- and unsupervised learning	semapv:SemanticSimilarityThresholdMatching	0.960	0.7970	cosine	tamar-pairwise	Target includes semi‑supervised
http://data.europa.eu/8mn/euroscivoc/1198b23a-f82f-4189-8778-d9a742430a0f	telecommunications	skos:narrowMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400604	Network engineering	semapv:SemanticSimilarityThresholdMatching	0.890	0.7740	cosine	tamar-pairwise	Target narrower than source
http://data.europa.eu/8mn/euroscivoc/123e5118-1586-4a45-b4da-34583bd74940	ontology	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/460903	Information modelling, management and ontologies	semapv:SemanticSimilarityThresholdMatching	0.930	0.7152	cosine	tamar-pairwise	Target adds modelling, management
http://data.europa.eu/8mn/euroscivoc/12a21821-c00b-40f4-b3aa-6703dcc43a90	mortality	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/440304	Mortality	semapv:LexicalMatching	0.990	0.9237	cosine	tamar-pairwise	Same mortality concept
http://data.europa.eu/8mn/euroscivoc/12c980a5-034f-4cd5-8ce7-fcfe109c675c	social sciences	skos:narrowMatch	https://linked.data.gov.au/def/anzsrc-for/2020/44	HUMAN SOCIETY	semapv:SemanticSimilarityThresholdMatching	0.850	0.6510	cosine	tamar-pairwise	Source covers more fields
http://data.europa.eu/8mn/euroscivoc/12df4518-adab-4191-a79f-74eb18ad1688	industrial biotechnology	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/3106	Industrial biotechnology	semapv:LexicalMatching	0.990			tamar-pairwise	Identical concept and scope
http://data.europa.eu/8mn/euroscivoc/134581fe-5bce-4d8a-9279-bbb69c824ea3	clinical microbiology	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/320203	Clinical microbiology	semapv:LexicalMatching	0.990	0.8928	cosine	tamar-pairwise	Identical clinical microbiology concept
http://data.europa.eu/8mn/euroscivoc/143d188d-70b4-456a-acde-7ecff3584dc7	urban drainage	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370705	Urban hydrology	semapv:SemanticSimilarityThresholdMatching	0.780	0.7990	cosine	tamar-pairwise	Target covers drainage
http://data.europa.eu/8mn/euroscivoc/14401fcb-cc47-4553-8d26-95ad6f007695	e-commerce	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/350404	Retail	semapv:SemanticSimilarityThresholdMatching	0.700	0.7299	cosine	tamar-pairwise	Retail includes online and offline
http://data.europa.eu/8mn/euroscivoc/14443ed3-6210-4ab1-bf33-af9ae80aa4ee	complex analysis	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/490411	Real and complex functions (incl. several variables)	semapv:SemanticSimilarityThresholdMatching	0.950	0.7629	cosine	tamar-pairwise	Target covers complex analysis
http://data.europa.eu/8mn/euroscivoc/149f7cd2-b593-4307-bf6f-77fbfd3ee961	government systems	skos:narrowMatch	https://linked.data.gov.au/def/anzsrc-for/2020/440803	Comparative government and politics	semapv:SemanticSimilarityThresholdMatching	0.850	0.7070	cosine	tamar-pairwise	Target narrower subset
http://data.europa.eu/8mn/euroscivoc/1583cad3-15fd-4040-ac6a-0a0e51923e8a	electric power transmission	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400805	Electrical energy transmission, networks and systems	semapv:SemanticSimilarityThresholdMatching	0.920	0.8065	cosine	tamar-pairwise	Target includes broader scope
http://data.europa.eu/8mn/euroscivoc/15dd89d5-ee26-45b6-93b3-3d9b8fe7401a	geochronology	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370502	Geochronology	semapv:LexicalMatching	0.990	0.9500	cosine	tamar-pairwise	Exact geochronology concept
http://data.europa.eu/8mn/euroscivoc/163e8940-1568-42a7-a52d-b66b18db16e0	history of medicine	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/500203	History and philosophy of medicine	semapv:SemanticSimilarityThresholdMatching	0.860	0.7291	cosine	tamar-pairwise	Target includes philosophy
http://data.europa.eu/8mn/euroscivoc/1771166d-eb6d-47fc-8d0b-ecfd001efbbc	organic geochemistry	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370304	Organic geochemistry	semapv:LexicalMatching	0.990	0.8750	cosine	tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/17849784-ab0a-4622-9678-19c11f64c0d2	history of philosophy	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/500208	History of philosophy	semapv:LexicalMatching	0.990	0.7471	cosine	tamar-pairwise	Exact philosophical history concept
http://data.europa.eu/8mn/euroscivoc/179b5ccd-b066-4a3d-a60f-5d8dae645788	heuristic programming	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/460209	Planning and decision making	semapv:SemanticSimilarityThresholdMatching	0.800	0.6802	cosine	tamar-pairwise	Target broader than source
http://data.europa.eu/8mn/euroscivoc/17b7bbad-4972-4fe7-aa3c-cbd21809f0bb	electric energy	skos:narrowMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400805	Electrical energy transmission, networks and systems	semapv:SemanticSimilarityThresholdMatching	0.780	0.7829	cosine	tamar-pairwise	Transmission subset of energy
http://data.europa.eu/8mn/euroscivoc/1844c39c-060b-4eae-b6b3-a9b7a266f61b	paleoclimatology	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370904	Palaeoclimatology	semapv:SemanticSimilarityThresholdMatching	0.990	0.7621	cosine	tamar-pairwise	Same discipline
http://data.europa.eu/8mn/euroscivoc/186e9994-7c1c-44c1-a1e9-ff90e8593184	robotic surgery	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400709	Medical robotics	semapv:SemanticSimilarityThresholdMatching	0.900	0.6862	cosine	tamar-pairwise	Target broader than source
http://data.europa.eu/8mn/euroscivoc/189bf165-64c4-423e-bab1-eac6a2db721d	behavioural psychology	skos:narrowMatch	https://linked.data.gov.au/def/anzsrc-for/2020/520202	Behavioural neuroscience	semapv:SemanticSimilarityThresholdMatching	0.750	0.6796	cosine	tamar-pairwise	Target is subfield
http://data.europa.eu/8mn/euroscivoc/192cfa59-26ab-465e-9338-2b957e3d79ba	history	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/43	HISTORY, HERITAGE AND ARCHAEOLOGY	semapv:SemanticSimilarityThresholdMatching	0.940	0.6809	cosine	tamar-pairwise	Target adds heritage & archaeology
http://data.europa.eu/8mn/euroscivoc/195984de-c722-4aa8-b43f-0a3365cecae6	water treatment processes	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400411	Water treatment processes	semapv:LexicalMatching	0.980	0.8213	cosine	tamar-pairwise	Exact process category
http://data.europa.eu/8mn/euroscivoc/1a43fd07-63bc-4b62-aee4-71b3a9f91ccc	sustainable agriculture	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/300210	Sustainable agricultural development	semapv:SemanticSimilarityThresholdMatching	0.900	0.7340	cosine	tamar-pairwise	Sustainable agriculture development
http://data.europa.eu/8mn/euroscivoc/1a59a9e6-9057-4316-a657-e1af02941d8b	cinematography	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/3605	Screen and digital media	semapv:SemanticSimilarityThresholdMatching	0.840	0.6703	cosine	tamar-pairwise	Target heading covers cinematography
http://data.europa.eu/8mn/euroscivoc/1ad04442-4f97-4a5e-aba8-4fc2889faeca	languages and literature	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/47	LANGUAGE, COMMUNICATION AND CULTURE	semapv:SemanticSimilarityThresholdMatching	0.930	0.6520	cosine	tamar-pairwise	Target covers language & lit
http://data.europa.eu/8mn/euroscivoc/1bcb8843-403e-4eaa-83e9-98a09e091f18	metabolomes	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/340106	Metabolomic chemistry	semapv:SemanticSimilarityThresholdMatching	0.900	0.7570	cosine	tamar-pairwise	Metabolomics chemistry discipline
http://data.europa.eu/8mn/euroscivoc/1c9679d2-8bf2-436e-bae7-d7b99b82dff1	hydrogeology	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370703	Groundwater hydrology	semapv:LexicalMatching	0.980	0.8463	cosine	tamar-pairwise	Equivalent groundwater disciplines
http://data.europa.eu/8mn/euroscivoc/1cd66672-bc7f-48ee-b60e-332bcb886d09	physical oceanography	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370803	Physical oceanography	semapv:LexicalMatching	0.990	0.8005	cosine	tamar-pairwise	Identical oceanography discipline
http://data.europa.eu/8mn/euroscivoc/1d567f6c-e6c1-4742-8d45-dad617ef0dfd	control systems	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/400705	Control engineering	semapv:SemanticSimilarityThresholdMatching	0.860	0.7462	cosine	tamar-pairwise	Target broader than source
http://data.europa.eu/8mn/euroscivoc/1d8b779c-f72c-40fe-a8b9-22608c4e9df4	agricultural biotechnology	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/3001	Agricultural biotechnology	semapv:LexicalMatching	0.990			tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/1de32ce8-df3d-4ba6-b298-eb425e87c67b	quantum computers	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/461307	Quantum computation	semapv:SemanticSimilarityThresholdMatching	0.860	0.7001	cosine	tamar-pairwise	Quantum computation closely corresponds
http://data.europa.eu/8mn/euroscivoc/1e41a6e4-0f75-496a-964e-adf5c3ec4b98	solid-state physics	skos:narrowMatch	https://linked.data.gov.au/def/anzsrc-for/2020/510406	Structural properties of condensed matter	semapv:SemanticSimilarityThresholdMatching	0.780	0.7539	cosine	tamar-pairwise	Target narrower than source
http://data.europa.eu/8mn/euroscivoc/1e67c9c9-9aa8-49a2-9fdb-7c6d4f6a27fe	development economics	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/440407	Socio-economic development	semapv:SemanticSimilarityThresholdMatching	0.820	0.8752	cosine	tamar-pairwise	Economic development focus
http://data.europa.eu/8mn/euroscivoc/1e8240f2-c719-422e-aaa7-dc53a545df81	orthodontics	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/320308	Orthodontics and dentofacial orthopaedics	semapv:SemanticSimilarityThresholdMatching	0.990	0.7868	cosine	tamar-pairwise	Exact orthodontic specialty
http://data.europa.eu/8mn/euroscivoc/1ea75d5f-7e91-4786-8314-0a330e6e5b55	big bang	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/510103	Cosmology and extragalactic astronomy	semapv:SemanticSimilarityThresholdMatching	0.920	0.7024	cosine	tamar-pairwise	Target covers cosmology broadly
http://data.europa.eu/8mn/euroscivoc/1f2f2335-7066-4862-b84f-06af69ad689a	satellite navigation system	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/401305	Satellite-based positioning	semapv:SemanticSimilarityThresholdMatching	0.780	0.6742	cosine	tamar-pairwise	Satellite positioning systems
http://data.europa.eu/8mn/euroscivoc/1f4d4813-3250-49ec-acb8-58c274e95afc	econometrics	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/3802	Econometrics	semapv:LexicalMatching	0.990			tamar-pairwise	Same concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/1f6c74df-a512-462e-99aa-8dcbaa98972a	databases	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/460505	Database systems	semapv:SemanticSimilarityThresholdMatching	0.900	0.6970	cosine	tamar-pairwise	Equivalent database concept
http://data.europa.eu/8mn/euroscivoc/20e77e46-571d-42a4-b3f1-8eb284bc4034	philosophy	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/5003	Philosophy	semapv:LexicalMatching	0.980	0.7585	cosine	tamar-pairwise	Equivalent philosophy concepts
http://data.europa.eu/8mn/euroscivoc/223ea72b-9148-477b-84e1-513ec9d93c49	landscape ecology	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/410206	Landscape ecology	semapv:LexicalMatching	0.990	0.7462	cosine	tamar-pairwise	Exact concept and label
http://data.europa.eu/8mn/euroscivoc/22429439-1f3e-4436-95f6-d8a51d2841f5	metamorphic petrology	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/370503	Igneous and metamorphic petrology	semapv:SemanticSimilarityThresholdMatching	0.950	0.8162	cosine	tamar-pairwise	Target adds igneous petrology
http://data.europa.eu/8mn/euroscivoc/22aa7f46-de22-440d-8864-ff867878f11f	mass spectrometry	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/340101	Analytical spectrometry	semapv:SemanticSimilarityThresholdMatching	0.940	0.8248	cosine	tamar-pairwise	Target broader includes mass spec
http://data.europa.eu/8mn/euroscivoc/22d7f866-475e-4665-b173-d6e7b4a1260f	fetal medicine	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/321501	Foetal development and medicine	semapv:SemanticSimilarityThresholdMatching	0.960	0.7500	cosine	tamar-pairwise	Equivalent foetal medicine
http://data.europa.eu/8mn/euroscivoc/22f80759-3d33-4ae9-9489-a5aefedc54c3	microtechnology	skos:exactMatch	https://linked.data.gov.au/def/anzsrc-for/2020/401410	Microtechnology	semapv:LexicalMatching	0.930	0.7839	cosine	tamar-pairwise	Same concept label and scope
http://data.europa.eu/8mn/euroscivoc/236847fb-c866-457d-94ea-689ad103223c	exoplanetology	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/510107	Planetary science (excl. solar system and planetary geology)	semapv:SemanticSimilarityThresholdMatching	0.920	0.6908	cosine	tamar-pairwise	Target covers exoplanetology
http://data.europa.eu/8mn/euroscivoc/23764a76-2c59-4320-9cc2-06a6325ee4ae	plant protection	skos:narrowMatch	https://linked.data.gov.au/def/anzsrc-for/2020/300409	Crop and pasture protection (incl. pests, diseases and weeds)	semapv:SemanticSimilarityThresholdMatching	0.920	0.7375	cosine	tamar-pairwise	Target limited to crops/pasture
http://data.europa.eu/8mn/euroscivoc/24478866-193f-45c9-ad6f-dc4586609d57	polyurethane	skos:broadMatch	https://linked.data.gov.au/def/anzsrc-for/2020/401609	Polymers and plastics	semapv:SemanticSimilarityThresholdMatching	0.930	0.7193	cosine	tamar-pairwise	Target covers many polymers
http://data.europa.eu/8mn/euroscivoc/24811189-bac9-436c-b2ee-5c59ed383169	toxicology	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/321407	Toxicology (incl. clinical toxicology)	semapv:SemanticSimilarityThresholdMatching	0.980	0.8567	cosine	tamar-pairwise	Same toxicology discipline
http://data.europa.eu/8mn/euroscivoc/248e39b2-ff43-455f-8b47-514afe14b595	phycology	skos:closeMatch	https://linked.data.gov.au/def/anzsrc-for/2020/310801	Phycology (incl. marine grasses)	semapv:SemanticSimilarityThresholdMatching	0.960	0.6969	cosine	tamar-pairwise	Same algal science discipline
