subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	similarity_score	similarity_measure	mapping_tool	comment
http://data.europa.eu/8mn/euroscivoc/04031aa6-3d4a-4265-8571-0f34dd07fd76	influenza	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31050640	Influenza	semapv:LexicalMatching	0.780	0.6808	cosine	tamar-pairwise	Same influenza subject, differing scope
http://data.europa.eu/8mn/euroscivoc/0432df49-4127-42da-9eae-d07d8061f62d	energy and fuels	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31049220	Energy collection, conversion and storage, renewable energy	semapv:SemanticSimilarityThresholdMatching	0.900	0.7222	cosine	tamar-pairwise	Target subset of source
http://data.europa.eu/8mn/euroscivoc/04589be3-96d0-4963-b753-cf690b001501	hydroinformatics	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31048777	Water system modelling	semapv:SemanticSimilarityThresholdMatching	0.850	0.7476	cosine	tamar-pairwise	Target models only
http://data.europa.eu/8mn/euroscivoc/045d8dc4-1d48-4d18-b8ad-47e9df29100e	diagnostic imaging	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31050433	Tomography	semapv:SemanticSimilarityThresholdMatching	0.920	0.7180	cosine	tamar-pairwise	Source broader than tomography
http://data.europa.eu/8mn/euroscivoc/04bae929-c29b-4abe-a923-85bf61235dcd	diabetic nephropathy	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31050459	Nephropathy	semapv:SemanticSimilarityThresholdMatching	0.920	0.7748	cosine	tamar-pairwise	Target covers all nephropathies
http://data.europa.eu/8mn/euroscivoc/052af83f-414d-403b-ba9c-e08d8151bac8	diagnostic technologies	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31049212	Diagnostic tools (e.g. genetic, imaging)	semapv:SemanticSimilarityThresholdMatching	0.940	0.7676	cosine	tamar-pairwise	Diagnostic tools and technologies
http://data.europa.eu/8mn/euroscivoc/052bc92d-760c-43ab-958e-2330c72a4212	economics and business	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31050945	Economics and Business	semapv:LexicalMatching	0.990	0.8444	cosine	tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/05cb3438-9392-4a86-b945-2ff240183683	electromagnetism and electronics	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31049120	Electronics, photonics	semapv:SemanticSimilarityThresholdMatching	0.880	0.6623	cosine	tamar-pairwise	Source includes magnetism beyond
http://data.europa.eu/8mn/euroscivoc/060a0080-34de-404c-b235-ee69daa67ada	mining and mineral processing	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31049400	Mining and mineral processing	semapv:LexicalMatching	0.990	0.6722	cosine	tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/06109c22-82cc-4ba3-a0cd-22e516f18f66	structural health monitoring	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31049761	Damage tolerance and health monitoring	semapv:SemanticSimilarityThresholdMatching	0.780	0.7570	cosine	tamar-pairwise	Target adds damage tolerance
http://data.europa.eu/8mn/euroscivoc/064e41de-ff96-4ad5-b27d-452957cb0c1e	spintronics	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048454	Spintronics	semapv:LexicalMatching	0.990	0.7056	cosine	tamar-pairwise	Identical scientific concept
http://data.europa.eu/8mn/euroscivoc/0650224c-0f98-4b97-a6ac-f6cf00b0b636	mineralogy	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048649	Mineralogy	semapv:LexicalMatching	0.990			tamar-pairwise	Same mineralogy concept
http://data.europa.eu/8mn/euroscivoc/06ffa531-7258-46e4-ad8e-746bc1a552e1	computed tomography	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31050433	Tomography	semapv:SemanticSimilarityThresholdMatching	0.930	0.6701	cosine	tamar-pairwise	Target covers more modalities
http://data.europa.eu/8mn/euroscivoc/07908adb-b5e2-45ff-bc5a-84f0061ee96d	schizophrenia	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31050331	Psychiatric disorders	semapv:SemanticSimilarityThresholdMatching	0.970	0.6616	cosine	tamar-pairwise	Target heading covers schizophrenia
http://data.europa.eu/8mn/euroscivoc/07a730ab-de3a-40bd-b8a6-03b325a7d50d	smart sensors	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31049965	Sensor Technology and Components	semapv:SemanticSimilarityThresholdMatching	0.850	0.6985	cosine	tamar-pairwise	Target covers smart sensors
http://data.europa.eu/8mn/euroscivoc/081ec693-4e8c-46cb-b4d7-4deb186b534a	soft matter physics	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048456	Soft condensed matter	semapv:LexicalMatching	0.980	0.6911	cosine	tamar-pairwise	Equivalent soft matter concept
http://data.europa.eu/8mn/euroscivoc/08c42eeb-abe1-44ee-bf30-a29f39897f40	telecommunications networks	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31049825	Networking	semapv:SemanticSimilarityThresholdMatching	0.780	0.7178	cosine	tamar-pairwise	Networking within telecommunications
http://data.europa.eu/8mn/euroscivoc/09a71723-9801-4f1d-82da-324d219a4cdb	hepatitis B	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31050647	Hepatitis	semapv:SemanticSimilarityThresholdMatching	0.920	0.7110	cosine	tamar-pairwise	Target includes hepatitis B
http://data.europa.eu/8mn/euroscivoc/0adb1597-9fb5-43ec-81ba-09af6670352d	biodiversity conservation	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048990	Biodiversity conservation	semapv:LexicalMatching	1.000			tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/0b3acff8-05e8-448e-ba5e-db6fee0e6d32	journalism	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31051097	Journalism	semapv:LexicalMatching	0.990	0.7385	cosine	tamar-pairwise	Same concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/0b5b841c-e4a3-4179-9c06-166041fd4254	synthetic dyes	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31049201	Textiles including synthetic dyes, colours, fibres	semapv:SemanticSimilarityThresholdMatching	0.920	0.7399	cosine	tamar-pairwise	Target heading covers both
http://data.europa.eu/8mn/euroscivoc/0b7ef923-ea48-47bd-a5f1-2c5b18f53d20	archaeometry	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31051162	Comparative archaeology	semapv:SemanticSimilarityThresholdMatching	0.750	0.8120	cosine	tamar-pairwise	Source covers target
http://data.europa.eu/8mn/euroscivoc/0b94b07d-b3bc-4b89-9d2a-5815d4fadb83	fisheries	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31050758	Fishery	semapv:LexicalMatching	0.980	0.7613	cosine	tamar-pairwise	Same fisheries concept
http://data.europa.eu/8mn/euroscivoc/0bccc6b0-7563-4056-aff7-5436488dc37e	water engineering	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31049056	Waterworks and coastal engineering	semapv:SemanticSimilarityThresholdMatching	0.910	0.8557	cosine	tamar-pairwise	Water engineering scope overlap
http://data.europa.eu/8mn/euroscivoc/0bd504f3-6633-49aa-973b-cbed464fb259	foreign policy	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31051117	Common Foreign Security Policy (CFSP)	semapv:SemanticSimilarityThresholdMatching	0.850	0.6574	cosine	tamar-pairwise	Target narrower than source
http://data.europa.eu/8mn/euroscivoc/0bf709d0-834b-4448-a89c-7fb04cece64a	other social sciences	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31051107	Other social sciences	semapv:LexicalMatching	0.990			tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/0c67e976-ff93-4ca9-8ec7-ac06876e3e41	microscopy	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048605	Microscopy	semapv:LexicalMatching	0.980	0.7060	cosine	tamar-pairwise	Same microscopy field
http://data.europa.eu/8mn/euroscivoc/0c6b84cc-3887-4838-b7a3-4c799c1bee52	radio astronomy	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31048527	Observational astronomy: radio	semapv:SemanticSimilarityThresholdMatching	0.980	0.8729	cosine	tamar-pairwise	Same radio astronomy domain
http://data.europa.eu/8mn/euroscivoc/0cb1d432-f934-49dc-bab4-22b6ce4b1327	bioartificial liver	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31049206	Artificial organs	semapv:SemanticSimilarityThresholdMatching	0.900	0.7904	cosine	tamar-pairwise	Target includes bioartificial liver
http://data.europa.eu/8mn/euroscivoc/0cd8fe36-dfc3-43cd-882a-5dade629fe25	computer hardware	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31049144	Computer hardware and architecture	semapv:SemanticSimilarityThresholdMatching	0.930	0.6645	cosine	tamar-pairwise	Hardware and architecture field
http://data.europa.eu/8mn/euroscivoc/0d082a10-ed95-4992-9df1-b4f4b301edfa	nanoelectronics	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31049439	Nano-processes (applications on nano-scale)	semapv:SemanticSimilarityThresholdMatching	0.840	0.7453	cosine	tamar-pairwise	Target includes nanoelectronics
http://data.europa.eu/8mn/euroscivoc/0d3c1001-9a67-4245-bc15-2aef8b239df1	nuclear engineering	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31049176	Nuclear related engineering	semapv:SemanticSimilarityThresholdMatching	0.880	0.7327	cosine	tamar-pairwise	Nuclear engineering field
http://data.europa.eu/8mn/euroscivoc/0d45044a-74d5-4bd7-b920-b92af3388576	internal medicine	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31050488	General and internal medicine	semapv:SemanticSimilarityThresholdMatching	0.960	0.8686	cosine	tamar-pairwise	Equivalent medical specialty
http://data.europa.eu/8mn/euroscivoc/0d96e774-3021-4d1d-a870-2d36b9392f4a	optical networks	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31049731	Optical Communications	semapv:SemanticSimilarityThresholdMatching	0.900	0.7411	cosine	tamar-pairwise	Target covers more than network
http://data.europa.eu/8mn/euroscivoc/0ddc0516-dd57-458a-9c1f-c1523dcce3bc	flood risk management	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31050217	Crisis management operations	semapv:SemanticSimilarityThresholdMatching	0.750	0.6666	cosine	tamar-pairwise	Target covers many operations
http://data.europa.eu/8mn/euroscivoc/0e362272-f233-4787-bfb1-1917f4c7c43a	biochemical engineering	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31049180	Chemical engineering, technical chemistry	semapv:SemanticSimilarityThresholdMatching	0.780	0.7093	cosine	tamar-pairwise	Target broader than source
http://data.europa.eu/8mn/euroscivoc/0f7327f0-f241-40a5-9728-5ed61a7ef5d3	psycholinguistics	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31051180	Psycholinguistics	semapv:LexicalMatching	0.980	0.7976	cosine	tamar-pairwise	Exact disciplinary concept
http://data.europa.eu/8mn/euroscivoc/0fce4b31-70e0-42f1-b844-5f7f0ce74914	thermodynamics	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048461	Thermodynamics	semapv:LexicalMatching	0.990			tamar-pairwise	Same scientific discipline
http://data.europa.eu/8mn/euroscivoc/10352c4c-328e-4dac-a89c-44b6be1420e9	chemical engineering	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31049178	Chemical engineering	semapv:LexicalMatching	0.990	0.7720	cosine	tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/110fd131-cade-4ced-af28-a67791353e54	production economics	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31050966	Industrial economics	semapv:LexicalMatching	0.870			tamar-pairwise	Alternate label denotes same field
http://data.europa.eu/8mn/euroscivoc/1198b23a-f82f-4189-8778-d9a742430a0f	telecommunications	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31049140	Communication engineering and systems telecommunications	semapv:SemanticSimilarityThresholdMatching	0.930	0.7552	cosine	tamar-pairwise	Equivalent telecommunications engineering concept
http://data.europa.eu/8mn/euroscivoc/119b0e70-ed46-44ae-97e9-fe00411af08c	data exchange	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31053962	Data markets	semapv:SemanticSimilarityThresholdMatching	0.700	0.7107	cosine	tamar-pairwise	Market subset of exchange
http://data.europa.eu/8mn/euroscivoc/12c980a5-034f-4cd5-8ce7-fcfe109c675c	social sciences	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31050909	SOCIAL SCIENCES	semapv:LexicalMatching	0.990	0.9651	cosine	tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/12df4518-adab-4191-a79f-74eb18ad1688	industrial biotechnology	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31049424	Industrial biotechnology	semapv:LexicalMatching	0.990	0.7488	cosine	tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/134581fe-5bce-4d8a-9279-bbb69c824ea3	clinical microbiology	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31048805	Medical microbiology	semapv:SemanticSimilarityThresholdMatching	0.860	0.7700	cosine	tamar-pairwise	Target covers clinical microbiology
http://data.europa.eu/8mn/euroscivoc/143d188d-70b4-456a-acde-7ecff3584dc7	urban drainage	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31048765	Urban water management	semapv:SemanticSimilarityThresholdMatching	0.900	0.7944	cosine	tamar-pairwise	Target includes drainage
http://data.europa.eu/8mn/euroscivoc/14401fcb-cc47-4553-8d26-95ad6f007695	e-commerce	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31073713	Electronic commerce (eCommerce)	semapv:SemanticSimilarityThresholdMatching	0.960	0.8181	cosine	tamar-pairwise	Equivalent electronic commerce concept
http://data.europa.eu/8mn/euroscivoc/149f7cd2-b593-4307-bf6f-77fbfd3ee961	government systems	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31073715	Electronic governance	semapv:SemanticSimilarityThresholdMatching	0.930	0.7732	cosine	tamar-pairwise	Electronic governance subset
http://data.europa.eu/8mn/euroscivoc/14e75836-6f05-46f9-9c82-ca12468b0452	other engineering and technologies	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31049441	Other engineering and technologies	semapv:LexicalMatching	0.990	0.6985	cosine	tamar-pairwise	Same concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/15701609-4c65-462a-b230-d362816906ed	cell signaling	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31048799	Cell signalling and cellular interactions	semapv:SemanticSimilarityThresholdMatching	0.900	0.7279	cosine	tamar-pairwise	Includes other interactions
http://data.europa.eu/8mn/euroscivoc/1583cad3-15fd-4040-ac6a-0a0e51923e8a	electric power transmission	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31049303	Electricity Transmission/Distribution	semapv:SemanticSimilarityThresholdMatching	0.860	0.7461	cosine	tamar-pairwise	Includes distribution as well
http://data.europa.eu/8mn/euroscivoc/174096ac-5f6f-4ce7-a4bb-675c8e06fc83	natural satellites	skos:relatedMatch	https://w3id.org/tamar/taxonomies/oecd/31048493	Terrestrial planets and major satellites	semapv:SemanticSimilarityThresholdMatching	0.800	0.6613	cosine	tamar-pairwise	Overlap, adds planets
http://data.europa.eu/8mn/euroscivoc/17439090-a52c-4460-99ac-84f5454af69f	sustainable economy	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31053964	Low-Carbon economy	semapv:SemanticSimilarityThresholdMatching	0.920	0.6731	cosine	tamar-pairwise	Target sits inside source
http://data.europa.eu/8mn/euroscivoc/1771166d-eb6d-47fc-8d0b-ecfd001efbbc	organic geochemistry	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31048659	Geochemistry, crystal chemistry, isotope geochemistry, thermodynamics	semapv:SemanticSimilarityThresholdMatching	0.750	0.6508	cosine	tamar-pairwise	Aggregates many subfields
http://data.europa.eu/8mn/euroscivoc/17849784-ab0a-4622-9678-19c11f64c0d2	history of philosophy	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31051134	History of philosophy	semapv:LexicalMatching	0.990	0.6983	cosine	tamar-pairwise	Exact concept label
http://data.europa.eu/8mn/euroscivoc/17b7bbad-4972-4fe7-aa3c-cbd21809f0bb	electric energy	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31049296	Ocean energy	semapv:SemanticSimilarityThresholdMatching	0.780	0.7333	cosine	tamar-pairwise	Target is subset
http://data.europa.eu/8mn/euroscivoc/17e1c13a-0c3d-45ed-ac46-30fa3e7e2bf5	recycling	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31048983	Waste recycling	semapv:SemanticSimilarityThresholdMatching	0.930	0.6687	cosine	tamar-pairwise	Same waste recycling process
http://data.europa.eu/8mn/euroscivoc/1844c39c-060b-4eae-b6b3-a9b7a266f61b	paleoclimatology	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31048676	Climatic research	semapv:SemanticSimilarityThresholdMatching	0.850	0.6843	cosine	tamar-pairwise	Target covers paleoclimatology plus others
http://data.europa.eu/8mn/euroscivoc/186e9994-7c1c-44c1-a1e9-ff90e8593184	robotic surgery	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31053915	Surgical robotics	semapv:SemanticSimilarityThresholdMatching	0.980	0.7937	cosine	tamar-pairwise	Equivalent surgical robotics
http://data.europa.eu/8mn/euroscivoc/188c4e44-9851-4a16-a960-85423574f287	desalination	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31049160	Desalination	semapv:LexicalMatching	0.980	0.6955	cosine	tamar-pairwise	Same desalination technology
http://data.europa.eu/8mn/euroscivoc/189bf165-64c4-423e-bab1-eac6a2db721d	behavioural psychology	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31048938	Animal psychology	semapv:SemanticSimilarityThresholdMatching	0.850	0.6687	cosine	tamar-pairwise	Target focuses only animals
http://data.europa.eu/8mn/euroscivoc/192cfa59-26ab-465e-9338-2b957e3d79ba	history	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31051121	History	semapv:LexicalMatching	0.990	0.7215	cosine	tamar-pairwise	Same concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/1961db3b-4f6b-43b7-b1b3-aaffffaf1c6f	modern history	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31051128	Modern and contemporary history	semapv:SemanticSimilarityThresholdMatching	0.940	0.7249	cosine	tamar-pairwise	Modern history scope overlap
http://data.europa.eu/8mn/euroscivoc/1a43fd07-63bc-4b62-aee4-71b3a9f91ccc	sustainable agriculture	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31050791	Agroecology	semapv:SemanticSimilarityThresholdMatching	0.850	0.7172	cosine	tamar-pairwise	Agroecology sits inside sustainability
http://data.europa.eu/8mn/euroscivoc/1a9b237f-0900-4033-b430-90faca7629a4	extragalactic astronomy	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31048507	Formation and evolution of galaxies	semapv:SemanticSimilarityThresholdMatching	0.920	0.6585	cosine	tamar-pairwise	Target is specific subfield
http://data.europa.eu/8mn/euroscivoc/1ad04442-4f97-4a5e-aba8-4fc2889faeca	languages and literature	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31051164	Languages and Literature	semapv:LexicalMatching	0.990	0.7427	cosine	tamar-pairwise	Equivalent concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/1b9c930f-4eb9-41cb-b7c7-9ac1b8e3b31e	air traffic management	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31049573	AMG Airspace Management	semapv:SemanticSimilarityThresholdMatching	0.940	0.8050	cosine	tamar-pairwise	Target covers only airspace
http://data.europa.eu/8mn/euroscivoc/1bcb8843-403e-4eaa-83e9-98a09e091f18	metabolomes	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048830	Metabolomics	semapv:LexicalMatching	0.980	0.7230	cosine	tamar-pairwise	Same metabolomics discipline
http://data.europa.eu/8mn/euroscivoc/1c5d248d-15f9-4e68-8a4b-30278475103a	concentrated solar power	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31049299	Concentrated Solar Power	semapv:LexicalMatching	0.990	0.7690	cosine	tamar-pairwise	Identical energy technology
http://data.europa.eu/8mn/euroscivoc/1c9679d2-8bf2-436e-bae7-d7b99b82dff1	hydrogeology	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31048763	Hydrology (Water science)	semapv:SemanticSimilarityThresholdMatching	0.920	0.7069	cosine	tamar-pairwise	Target covers groundwater studies
http://data.europa.eu/8mn/euroscivoc/1cd66672-bc7f-48ee-b60e-332bcb886d09	physical oceanography	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048687	Physical oceanography	semapv:LexicalMatching	0.990	0.8005	cosine	tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/1d567f6c-e6c1-4742-8d45-dad617ef0dfd	control systems	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31049126	Automation and control systems	semapv:LexicalMatching	0.980			tamar-pairwise	Equivalent automation-control concept
http://data.europa.eu/8mn/euroscivoc/1d61ac8a-6360-432d-9729-f180ba76f24b	molecular biology	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048824	Molecular biology	semapv:LexicalMatching	0.990	0.6941	cosine	tamar-pairwise	Identical concept labels
http://data.europa.eu/8mn/euroscivoc/1d8b779c-f72c-40fe-a8b9-22608c4e9df4	agricultural biotechnology	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31050872	Agricultural biotechnology	semapv:LexicalMatching	0.990			tamar-pairwise	Identical concept and hierarchy
http://data.europa.eu/8mn/euroscivoc/1dc067cd-e750-44f5-9a8a-67ed4b788457	coastal ecosystems	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048959	Coastal ecosystems	semapv:LexicalMatching	0.990	0.8381	cosine	tamar-pairwise	Identical coastal ecosystem concept
http://data.europa.eu/8mn/euroscivoc/1e41a6e4-0f75-496a-964e-adf5c3ec4b98	solid-state physics	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31048443	Structure of solids and liquids	semapv:SemanticSimilarityThresholdMatching	0.840	0.7257	cosine	tamar-pairwise	Target narrower than source
http://data.europa.eu/8mn/euroscivoc/1e67c9c9-9aa8-49a2-9fdb-7c6d4f6a27fe	development economics	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31050960	Development, economic growth	semapv:SemanticSimilarityThresholdMatching	0.900	0.8172	cosine	tamar-pairwise	Economic development field
http://data.europa.eu/8mn/euroscivoc/1e8240f2-c719-422e-aaa7-dc53a545df81	orthodontics	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31050438	Dentistry, oral surgery and medicine	semapv:SemanticSimilarityThresholdMatching	0.850	0.7171	cosine	tamar-pairwise	Target heading covers orthodontics
http://data.europa.eu/8mn/euroscivoc/1f4d4813-3250-49ec-acb8-58c274e95afc	econometrics	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31050947	Econometrics, statistical methods	semapv:SemanticSimilarityThresholdMatching	0.940	0.7570	cosine	tamar-pairwise	Econometrics statistical methods
http://data.europa.eu/8mn/euroscivoc/1f6c74df-a512-462e-99aa-8dcbaa98972a	databases	skos:narrowMatch	https://w3id.org/tamar/taxonomies/oecd/31053790	Very large data bases	semapv:SemanticSimilarityThresholdMatching	0.800	0.6715	cosine	tamar-pairwise	Target a subset of databases
http://data.europa.eu/8mn/euroscivoc/20e77e46-571d-42a4-b3f1-8eb284bc4034	philosophy	skos:broadMatch	https://w3id.org/tamar/taxonomies/oecd/31051182	Philosophy, History and philosophy of science and technology	semapv:SemanticSimilarityThresholdMatching	0.850	0.7429	cosine	tamar-pairwise	Target adds history science
http://data.europa.eu/8mn/euroscivoc/22429439-1f3e-4436-95f6-d8a51d2841f5	metamorphic petrology	skos:exactMatch	https://w3id.org/tamar/taxonomies/oecd/31048652	Metamorphic petrology	semapv:LexicalMatching	0.990	0.8853	cosine	tamar-pairwise	Exact subject match
http://data.europa.eu/8mn/euroscivoc/22838313-b78b-47ec-b868-9028e48adb3f	vegetable growing	skos:closeMatch	https://w3id.org/tamar/taxonomies/oecd/31050786	Vegetables	semapv:SemanticSimilarityThresholdMatching	0.820	0.7657	cosine	tamar-pairwise	Vegetable production category
