subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	similarity_score	similarity_measure	mapping_tool	comment
http://data.europa.eu/8mn/euroscivoc/1ad04442-4f97-4a5e-aba8-4fc2889faeca	languages and literature	skos:narrowMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1203	Language and Linguistics	semapv:SemanticSimilarityThresholdMatching	0.850	0.6826	cosine	tamar-pairwise	Source includes literature
http://data.europa.eu/8mn/euroscivoc/1d567f6c-e6c1-4742-8d45-dad617ef0dfd	control systems	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2207	Control and Systems Engineering	semapv:SemanticSimilarityThresholdMatching	0.820	0.7398	cosine	tamar-pairwise	Overlapping engineering disciplines
http://data.europa.eu/8mn/euroscivoc/1d61ac8a-6360-432d-9729-f180ba76f24b	molecular biology	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1312	Molecular Biology	semapv:LexicalMatching	0.990	0.6997	cosine	tamar-pairwise	Same molecular biology discipline
http://data.europa.eu/8mn/euroscivoc/1e8240f2-c719-422e-aaa7-dc53a545df81	orthodontics	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/3505	Orthodontics	semapv:LexicalMatching	0.990	0.7794	cosine	tamar-pairwise	Exact dental specialty
http://data.europa.eu/8mn/euroscivoc/1f6c74df-a512-462e-99aa-8dcbaa98972a	databases	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1710	Information Systems	semapv:SemanticSimilarityThresholdMatching	0.750	0.6747	cosine	tamar-pairwise	Target covers more topics
http://data.europa.eu/8mn/euroscivoc/20e77e46-571d-42a4-b3f1-8eb284bc4034	philosophy	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1211	Philosophy	semapv:LexicalMatching	0.980	0.7092	cosine	tamar-pairwise	Same philosophical field
http://data.europa.eu/8mn/euroscivoc/223ea72b-9148-477b-84e1-513ec9d93c49	landscape ecology	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2309	Nature and Landscape Conservation	semapv:SemanticSimilarityThresholdMatching	0.700	0.6518	cosine	tamar-pairwise	Target covers more topics
http://data.europa.eu/8mn/euroscivoc/22429439-1f3e-4436-95f6-d8a51d2841f5	metamorphic petrology	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1906	Geochemistry and Petrology	semapv:SemanticSimilarityThresholdMatching	0.950	0.6902	cosine	tamar-pairwise	Target heading covers source
http://data.europa.eu/8mn/euroscivoc/22d7f866-475e-4665-b173-d6e7b4a1260f	fetal medicine	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2735	Pediatrics, Perinatology and Child Health	semapv:SemanticSimilarityThresholdMatching	0.860	0.6510	cosine	tamar-pairwise	Target includes broader child health
http://data.europa.eu/8mn/euroscivoc/22ea0d5d-4358-4568-8c42-c728869ba3b9	renewable energy	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2105	Renewable Energy, Sustainability and the Environment	semapv:SemanticSimilarityThresholdMatching	0.930	0.7044	cosine	tamar-pairwise	Target covers more topics
http://data.europa.eu/8mn/euroscivoc/24811189-bac9-436c-b2ee-5c59ed383169	toxicology	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/3005	Toxicology	semapv:LexicalMatching	0.990	0.8741	cosine	tamar-pairwise	Identical toxicology concept
http://data.europa.eu/8mn/euroscivoc/2660be39-041b-4cee-9bfc-32b28b884bd7	atmospheric sciences	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1902	Atmospheric Science	semapv:LexicalMatching	0.980	0.7332	cosine	tamar-pairwise	Same atmospheric science field
http://data.europa.eu/8mn/euroscivoc/26770c2b-64ce-4611-896f-cdefb4893317	civil engineering	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2200	General Engineering	semapv:SemanticSimilarityThresholdMatching	0.960	0.6792	cosine	tamar-pairwise	Target broader than source
http://data.europa.eu/8mn/euroscivoc/2777834c-929f-4b5c-ab4b-f516e308f659	geomorphology	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1904	Earth-Surface Processes	semapv:SemanticSimilarityThresholdMatching	0.860	0.6648	cosine	tamar-pairwise	Geomorphology and surface processes
http://data.europa.eu/8mn/euroscivoc/27c456a1-051a-42f6-b52a-3beff0487da7	hepatology	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2721	Hepatology	semapv:LexicalMatching	0.990	0.7575	cosine	tamar-pairwise	Identical medical specialty
http://data.europa.eu/8mn/euroscivoc/28391a47-6709-4ab7-9add-43f8c6b7d698	cognitive neuroscience	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2805	Cognitive Neuroscience	semapv:LexicalMatching	0.990			tamar-pairwise	Identical established discipline
http://data.europa.eu/8mn/euroscivoc/284ca20c-beb4-4abe-99fa-ef4513358bad	obstetrics	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2729	Obstetrics and Gynecology	semapv:SemanticSimilarityThresholdMatching	0.940	0.6785	cosine	tamar-pairwise	Target includes gynecology
http://data.europa.eu/8mn/euroscivoc/2ba1c7ad-2532-4cd7-8c5c-60f090a8700a	mathematical physics	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2610	Mathematical Physics	semapv:LexicalMatching	0.980	0.7147	cosine	tamar-pairwise	Same mathematical physics concept
http://data.europa.eu/8mn/euroscivoc/2d07f15f-2b3a-45d7-a246-411d3a061f15	organic chemistry	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1605	Organic Chemistry	semapv:LexicalMatching	0.990	0.6786	cosine	tamar-pairwise	Same chemistry discipline
http://data.europa.eu/8mn/euroscivoc/2dbfd0d0-fc0e-4426-986e-ad00a7ea7810	library sciences	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/3309	Library and Information Sciences	semapv:SemanticSimilarityThresholdMatching	0.910	0.7027	cosine	tamar-pairwise	Library sciences field overlap
http://data.europa.eu/8mn/euroscivoc/2e05d5b1-76b2-48c9-90a5-6844940b91ae	mathematical model	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2611	Modeling and Simulation	semapv:SemanticSimilarityThresholdMatching	0.860	0.7886	cosine	tamar-pairwise	Target covers more fields
http://data.europa.eu/8mn/euroscivoc/2ecb7a30-7d1b-47b0-98b6-979ff4f8d90d	nuclear energy	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2104	Nuclear Energy and Engineering	semapv:SemanticSimilarityThresholdMatching	0.860	0.8284	cosine	tamar-pairwise	Target includes engineering
http://data.europa.eu/8mn/euroscivoc/2fba9c5c-193c-47ec-81f5-518020bff496	ceramics	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2503	Ceramics and Composites	semapv:SemanticSimilarityThresholdMatching	0.920	0.7681	cosine	tamar-pairwise	Target heading covers both
http://data.europa.eu/8mn/euroscivoc/31e98cd3-2946-46d9-bc91-34b3e4b0728a	electric power generation	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2102	Energy Engineering and Power Technology	semapv:SemanticSimilarityThresholdMatching	0.880	0.7206	cosine	tamar-pairwise	Target heading covers generation
http://data.europa.eu/8mn/euroscivoc/325a846e-9c47-4aca-9358-5c8facd2e812	electrical engineering, electronic engineering, information engineering	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2208	Electrical and Electronic Engineering	semapv:SemanticSimilarityThresholdMatching	0.940	0.8235	cosine	tamar-pairwise	Electrical and electronic engineering
http://data.europa.eu/8mn/euroscivoc/33efa520-dc3d-4898-905e-1c0016d1d6eb	geometry	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2608	Geometry and Topology	semapv:SemanticSimilarityThresholdMatching	0.950	0.7542	cosine	tamar-pairwise	Target heading covers both
http://data.europa.eu/8mn/euroscivoc/34b9c059-9e6c-4ec1-8a96-845c95c1a978	health sciences	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/sa:health-sciences	Health Sciences	semapv:LexicalMatching	0.980	0.6600	cosine	tamar-pairwise	Same concept and label
http://data.europa.eu/8mn/euroscivoc/36734fd7-bed0-4ac6-9445-a35869e83091	ecology	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2303	Ecology	semapv:LexicalMatching	0.970	0.7142	cosine	tamar-pairwise	Exact ecological discipline match
http://data.europa.eu/8mn/euroscivoc/37412f1c-d90a-43cf-86fb-d29e9fc29c6f	business and management	skos:narrowMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1403	Business and International Management	semapv:SemanticSimilarityThresholdMatching	0.860	0.7535	cosine	tamar-pairwise	Target narrower than source
http://data.europa.eu/8mn/euroscivoc/38089427-13ee-4c1a-a7cf-4cd6c4802e33	anatomy and morphology	skos:narrowMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2702	Anatomy	semapv:LexicalMatching	0.820	0.7049	cosine	tamar-pairwise	Target lacks morphology
http://data.europa.eu/8mn/euroscivoc/380ec7da-dd0e-49e8-9914-ca5c72a5c2de	electronic engineering	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2200	General Engineering	semapv:SemanticSimilarityThresholdMatching	0.760	0.6675	cosine	tamar-pairwise	Target heading covers both
http://data.europa.eu/8mn/euroscivoc/38e57437-b2cc-4d26-a46e-c5b639c01e5f	physiotherapy	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/3612	Physical Therapy, Sports Therapy and Rehabilitation	semapv:SemanticSimilarityThresholdMatching	0.900	0.7318	cosine	tamar-pairwise	Target includes physiotherapy plus others
http://data.europa.eu/8mn/euroscivoc/38ee72d6-1158-4d1f-a6c8-e60f7b913c33	architecture engineering	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2216	Architecture	semapv:SemanticSimilarityThresholdMatching	0.880	0.7790	cosine	tamar-pairwise	Target heading covers source
http://data.europa.eu/8mn/euroscivoc/3961e9d2-ab3b-451b-b246-20fc0ec3b0c4	nephrology	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2727	Nephrology	semapv:LexicalMatching	0.990	0.7035	cosine	tamar-pairwise	Same medical specialty
http://data.europa.eu/8mn/euroscivoc/3d1728d6-e584-452b-9784-69afcbde53cf	periodontics	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/3506	Periodontics	semapv:LexicalMatching	0.990	0.7199	cosine	tamar-pairwise	Same dental specialty
http://data.europa.eu/8mn/euroscivoc/3d2eea7a-35ae-44ec-81df-83e3238de646	virology	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2406	Virology	semapv:LexicalMatching	0.980	0.7461	cosine	tamar-pairwise	Identical virology discipline
http://data.europa.eu/8mn/euroscivoc/3d76a7f4-5a16-411e-ae44-7b712d5222ee	natural sciences	skos:narrowMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/sa:physical-sciences	Physical Sciences	semapv:SemanticSimilarityThresholdMatching	0.850	0.7080	cosine	tamar-pairwise	Target subset of source
http://data.europa.eu/8mn/euroscivoc/3de50dee-da1c-4791-a386-56bca24a5fed	psychiatry	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2738	Psychiatry and Mental Health	semapv:SemanticSimilarityThresholdMatching	0.930	0.6704	cosine	tamar-pairwise	Psychiatry and mental health
http://data.europa.eu/8mn/euroscivoc/3e3b69cb-7cab-41d8-bd6c-6945f9c982ad	manufacturing engineering	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2209	Industrial and Manufacturing Engineering	semapv:SemanticSimilarityThresholdMatching	0.860	0.6950	cosine	tamar-pairwise	Target covers industrial aspects
http://data.europa.eu/8mn/euroscivoc/3eaeff93-c40a-4806-b3a3-74e6c69cc9ef	general language studies	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1203	Language and Linguistics	semapv:SemanticSimilarityThresholdMatching	0.860	0.6603	cosine	tamar-pairwise	Equivalent language study domains
http://data.europa.eu/8mn/euroscivoc/40c73d84-142b-42bd-b0e5-6f9a9b3f6a91	solid mechanics	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2211	Mechanics of Materials	semapv:SemanticSimilarityThresholdMatching	0.880	0.7059	cosine	tamar-pairwise	Same field
http://data.europa.eu/8mn/euroscivoc/41d8a14d-6def-402e-b6e5-09d1cd8d3fc4	astronomy	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/3103	Astronomy and Astrophysics	semapv:SemanticSimilarityThresholdMatching	0.850	0.7124	cosine	tamar-pairwise	Same scope diff label
http://data.europa.eu/8mn/euroscivoc/432746d6-998b-431f-b22f-d3abe0e8aada	surgery	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2746	Surgery	semapv:LexicalMatching	0.980	0.7715	cosine	tamar-pairwise	Same surgical medicine field
http://data.europa.eu/8mn/euroscivoc/437c1f4d-96f4-4721-9194-455037fa37fa	leukemia	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2720	Hematology	semapv:SemanticSimilarityThresholdMatching	0.900	0.6536	cosine	tamar-pairwise	Hematology covers leukemia
http://data.europa.eu/8mn/euroscivoc/4572e164-3bd5-4af2-837b-6b617fc3a7b1	psychoanalysis	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/3203	Clinical Psychology	semapv:SemanticSimilarityThresholdMatching	0.850	0.6749	cosine	tamar-pairwise	Target covers psychoanalysis
http://data.europa.eu/8mn/euroscivoc/4596682b-a138-4bb2-9414-6c9f9056401b	environmental governance	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2308	Management, Monitoring, Policy and Law	semapv:SemanticSimilarityThresholdMatching	0.780	0.6783	cosine	tamar-pairwise	Target covers more areas
http://data.europa.eu/8mn/euroscivoc/45e374e6-da15-44da-9995-9ddd9b01fea9	inorganic chemistry	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1604	Inorganic Chemistry	semapv:LexicalMatching	0.990	0.6774	cosine	tamar-pairwise	Identical chemistry discipline
http://data.europa.eu/8mn/euroscivoc/45ebd79f-52a5-4dd9-bd75-da51a7f904d2	fourier analysis	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2603	Analysis	semapv:SemanticSimilarityThresholdMatching	0.920	0.6795	cosine	tamar-pairwise	Target heading covers both
http://data.europa.eu/8mn/euroscivoc/46bb355e-acf6-4eb1-8c29-18efb51f0ec0	literature studies	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1208	Literature and Literary Theory	semapv:SemanticSimilarityThresholdMatching	0.910	0.6802	cosine	tamar-pairwise	Equivalent literature field
http://data.europa.eu/8mn/euroscivoc/4825264c-ff40-46ee-b7a9-dc5093003929	parasitology	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2405	Parasitology	semapv:LexicalMatching	0.990	0.8340	cosine	tamar-pairwise	Identical discipline concept
http://data.europa.eu/8mn/euroscivoc/4940967c-1739-49c6-8474-6bb8ad7ff588	nuclear chemistry	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1606	Physical and Theoretical Chemistry	semapv:SemanticSimilarityThresholdMatching	0.680	0.6506	cosine	tamar-pairwise	Target covers more fields
http://data.europa.eu/8mn/euroscivoc/495b214f-06c8-45b9-a5d2-64e2df5dc2e3	medical biotechnology	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2204	Biomedical Engineering	semapv:LexicalMatching	0.840	0.6775	cosine	tamar-pairwise	Equivalent biomedical field
http://data.europa.eu/8mn/euroscivoc/4a8788fc-4172-461c-ae94-40be4f39043f	earth and related environmental sciences	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1900	General Earth and Planetary Sciences	semapv:SemanticSimilarityThresholdMatching	0.860	0.8001	cosine	tamar-pairwise	Near-equivalent disciplinary umbrella
http://data.europa.eu/8mn/euroscivoc/4b9f8efb-68dd-45a1-b04c-d23d457d6898	general medicine	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2700	General Medicine	semapv:LexicalMatching	0.990			tamar-pairwise	Same medical field concept
http://data.europa.eu/8mn/euroscivoc/4c8f4b46-6f5c-41d9-9079-7de85c16431d	artificial intelligence	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1702	Artificial Intelligence	semapv:LexicalMatching	0.990	0.7002	cosine	tamar-pairwise	Identical artificial intelligence concept
http://data.europa.eu/8mn/euroscivoc/4d3e0b8f-ce04-475e-933f-a82f26f1086f	separation technologies	skos:closeMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1506	Filtration and Separation	semapv:SemanticSimilarityThresholdMatching	0.840	0.7116	cosine	tamar-pairwise	Equivalent separation technology scope
http://data.europa.eu/8mn/euroscivoc/4df60e5a-a143-45d2-b1a6-c2dcb31d977a	agriculture, forestry, and fisheries	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1100	General Agricultural and Biological Sciences	semapv:SemanticSimilarityThresholdMatching	0.860	0.6989	cosine	tamar-pairwise	Target heading covers both
http://data.europa.eu/8mn/euroscivoc/4e2d5d05-e6af-41fa-abc0-5ef8a0d09661	apiculture	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1109	Insect Science	semapv:SemanticSimilarityThresholdMatching	0.920	0.6736	cosine	tamar-pairwise	Target covers many insects
http://data.europa.eu/8mn/euroscivoc/4e705211-8770-4a2a-8596-dbc25b41c83b	electrochemistry	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1603	Electrochemistry	semapv:LexicalMatching	0.990	0.7496	cosine	tamar-pairwise	Same electrochemistry concept
http://data.europa.eu/8mn/euroscivoc/4fc54e32-5c0e-4f9f-aec1-18bb20609eba	geochemistry	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1906	Geochemistry and Petrology	semapv:SemanticSimilarityThresholdMatching	0.840	0.7025	cosine	tamar-pairwise	Target heading covers source
http://data.europa.eu/8mn/euroscivoc/506c04ef-2bd1-464e-8017-db30eb140abc	sedimentary petrology	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1906	Geochemistry and Petrology	semapv:SemanticSimilarityThresholdMatching	0.860	0.6867	cosine	tamar-pairwise	Target covers all petrology
http://data.europa.eu/8mn/euroscivoc/531bd18a-eedd-4345-8b2f-5464f96615f8	environmental engineering	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2305	Environmental Engineering	semapv:LexicalMatching	0.980	0.7604	cosine	tamar-pairwise	Identical environmental engineering concept
http://data.europa.eu/8mn/euroscivoc/5375c411-6db9-40ed-a854-6554102a587b	dermatology	skos:exactMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/2708	Dermatology	semapv:LexicalMatching	0.990	0.6991	cosine	tamar-pairwise	Same medical specialty
http://data.europa.eu/8mn/euroscivoc/537a6e3e-cb77-49f8-b946-e4ed9bee9954	facial recognition	skos:broadMatch	https://tamar.dsd.sztaki.hu/taxonomies/asjc/1707	Computer Vision and Pattern Recognition	semapv:SemanticSimilarityThresholdMatching	0.940	0.6757	cosine	tamar-pairwise	Target covers facial recognition
